FIELD_NAME,DESCRIPTION,DATA_TYPE,FIELD_SIZE,MASKED_FIELD,AGE_FIELD,SERVICE_FIELD,COMPENSATION_FIELD,CASH_BALANCE_FIELD,SS_PIA_FIELD,DISABILITY_FIELD,RESIDUAL_FIELD,MIL_FIELD,BENEFIT_FIELD,SUPPLEMENT_FIELD,FSSB_FIELD,OFFSET_FIELD,QPSA_FIELD,QDRO_FIELD,LUMP_SUM_DEATH_BENEFIT_FIELD,FORM_FIELD,LUMP_SUM_FIELD,ASSET_ALLOCATION_FIELD,LOAD_FIELD,LIABILITY_FIELD,GUARANTEED_BENEFIT_FIELD,PC1_FIELD,PC2_FIELD,PC3_FIELD,PC4_FIELD,PC5_FIELD,PC6_FIELD,EXCESS_ASSET_FIELD,DOPT_FIELD,XRD_FIELD,BPD_FIELD,NRD_FIELD,EURD_FIELD,ERD_FIELD,DOR_FIELD,RBD_FIELD,RETRO_FIELD,GENESIS_DATA,DATA_VALIDATION_FIELD,VALUATION_LOAD_FIELD,IPVFB_FIELD,CCS_FIELD,BSRS/BET_FIELD,BULK_RECALC_FIELD,OFA_FIELD,PLAN_ADMNISTRATOR_FIELD,SYSTEM_GENERATED_FIELD,BCV_LEO_FIELD,INPUT_FIELD,CALCULATED_FIELD,USER_DEFINED_FIELD,ATPBGC ADDIN FUNCTION
BCV_REC_ID,"Unique system generated BCV record id (each record has participant information and can also have spouse, beneficiary, and alternate payee information)",NUMBER,INTEGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
CASE,Case Identification Number (include leading zeros),TEXT,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
RETSTAT,"Participant Status at DOPT (1=Retired, 2=Separated Vested, 3=Active Vested, 4=Nonvested (Active or Separated but not in pay), 5=Not Part of Valuation Population and Not to be Loaded to Genesis)
Notes: If participant is active and solely vested in EEC, he/she is to be considered active vested (3).
           If participant is considered to be non-vested per plan provisions and has no EEC but receives a benefit through an asset allocation in PC6, he/she is to be considered non-vested (4).
           If participant is vested at DOPT but not at BPD, he/she is considered vested (2 or 3).
           The RETSTAT for an AP record is the same as the RETSTAT for the PP record if both PP and AP are deferred at DOPT.
           For AP records included for the BSRS population but not part of the valuation population, set RETSTAT to '1', '2', '3', or '4' so that the data for the AP record can be loaded to Genesis.
           The field C9.AP_VAL_IND must be set to 'Y' or 'N' for all AP records.  Data Validation will not include AP records with AP_VAL_IND set to 'N' in the total record count reported in the summary report.
           A RETSTAT value of 5 is used for records that are not part of the valuation population and not to be laoded to Genesis.",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ID,"Type of Record (1=Participant, 2=Beneficiary, 4=Alternate Payee (AP) from QDRO)
If participant dies on DOPT and DOPT is not on the 1st of the month, the record is a beneficiary record (ID = '2')
If participant dies on DOPT and DOPT is on the 1st of the month, the record is a participant record (ID = '1')",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
SSN,"Participant's SSN (If Unknown and ID=1, use official dummy SSN. If Unknown and ID=2 or 4, use 000000000) ",TEXT,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SSSN,Spouse's SSN (If Unknown and ID=2 and NON_SPOUSE_BENF <> 'Y' use official dummy SSN otherwise use 000000000) ,TEXT,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
FNAME,Participant's First Name (do NOT include period for initial) ,TEXT,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
MNAME,Participant's Middle Name (do NOT include period for initial) ,TEXT,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LNAME,Participant's Last Name,TEXT,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
ENAME,"Participant's Extra Name (JR, SR, I, II, III, etc - do NOT include periods) ",TEXT,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SFNAME,Spouse's First Name (do NOT include period for initial) ,TEXT,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
SMNAME,Spouse's Middle Name (do NOT include period for initial) ,TEXT,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SLNAME,Spouse's Last Name,TEXT,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
SENAME,"Spouse's Extra Name (JR, SR, I, II, III, etc - do NOT include periods) ",TEXT,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RELATION,"In Pre-ACT 6.1 Databases, the spouse fields above were used to hold non-spouse beneficiary data and this field was used to identify the relation of the beneficiary to the participant.
In ACT 6.1 databases, this field can be used by actuaries to identify spouse data to be used only for generating BD statement or recalculation and not to be used for valuation.",TEXT,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PSEX,"Participant's Gender (M=Male, F=Female, U=Unknown)",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SSEX,"Spouse's Gender (M=Male, F=Female, U=Unknown)",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PHS,"Participant's Health Status Code (0=Healthy, 1=Disabled w/o Social Security, 2=Disabled w/ Social Security) ",TEXT,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SHS,"Spouse's Health Status Code (0=Healthy, 1=Disabled w/o Social Security, 2=Disabled w/ Social Security - note we assume that the contigent annuitant is healthy) ",TEXT,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SOWN,"Substantial Owner Indicator (Y=Yes, N=No) (Use this for Majority Owners in accordance with PPA for plans with Termination Initiation Dates on or after 1/1/2006.) ",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SOMOS,Number of Months that the Participant was a Substantial Owner (NOT applicable for Majority Owners in accordance with PPA) ,NUMBER,INTEGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MSTAT,"Participant's Marital Status (M=Married, S=Single, D=Divorced, W=Widowed, U=Unknown) ",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
DOM,Date of Marriage (may be needed for QPSA coverage charge),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRSAC,"Pre-Retirement Survivor Annuity Waiver (Y=Waived, N=Not Waived, U=Unknown - may be needed for QPSA coverage charge) ",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SJSWC,"Spouse J&S Waiver Code (Y=Waived, N=Not Waived, U=Unknown) ",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOB,Participant's Date of Birth,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
SDOB,Spouse's Date of Birth,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
VAL_SDOB,Spouse's Date of Birth used for valuation (sames as SDOB if known otherwise calculated based on male spouses being 4 years older than female spouses),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
DOH,Participant's Date of Hire,DATE/TIME,SHORT DATE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
DOP,Participant's Date of Participation,DATE/TIME,SHORT DATE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DOBF,Participant's Date of Benefit Freeze,DATE/TIME,SHORT DATE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DOTE,Participant's Date of Termination of Employment (DOPT used for default RBD calculation when NULL and RETSTAT is '3' or '4'),DATE/TIME,SHORT DATE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0
BDERDLEV,Start Date of the Level Life Benefit at the PBGC Earliest Commencement Date as of the BD Issuance,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1
EDERDLEV,End Date of the (last day benefit payable) Level Life Benefit at the PBGC Earliest Commencement Date as of the BD Issuance (Life = 12/01/2099),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NRD,Normal Retirement Date,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1
XRD,"Expected Retirement Date (Use the first of the month on/after DOPT for Retirees, Beneficiaries, and APs in pay status at DOPT.) ",DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1
BD_LEV,Start Date of the Primary Level Life XRD Benefit,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ED_LEV,End Date (last day benefit payable) of the Primary Level Life XRD Benefit (Life = 12/01/2099),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BDEUAS,"Start Date of the Level Life Benefit at the PBGC Earliest Unreduced Retirement Date) as of the BD Issuance
If eligible for early unreduced retirement after DOPT but before BD Issuance, set to the earliest unreduced date that occurs on or after DOPT.",DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
EDEUAS,End Date Ilast day benefit payable) of the Level Life Benefit at the PBGC Earliest Unreduced Retirement Date as of the BD Issuance (Life = 12/01/2099),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BDCC,Begin Date of the C&C Period (For valuation purposes; need date on or after DOPT),DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EDCC,End Date (last day benefit payable)  of the C&C Period ,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DOD,Participant's Date of Death,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
SDOD,Spouse's Date of Death,DATE/TIME,SHORT DATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
ANB,Participant's Age Nearest Birthday at DOPT,NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
SANB,Beneficiary's Age Nearest Birthday at DOPT,NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
AADOTE,Participant's Attained Age at DOTE,NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AADOPT,Participant's Attained Age at DOPT,NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
AAXRD,Participant's Attained Age at XRD,NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAAXRD,Spouse/Beneficiary/AP's Attained Age at XRD,NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ERA_XRA,"Age Nearest Birthday at Earliest PBGC Retirement Date as of DOPT (if eligible to retire before DOPT set to age nearest birthday at DOPT not first of the month following DOPT)
Note, only applicable for records not in pay at DOPT and also note that the BD Issuance Date is not applicable for this calculated value",NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EURA_XRA,"Age Nearest Birthday at Earliest Unreduced PBGC Retirement Date as of DOPT (if eligible to retire with an unreduced benefit before DOPT set to age nearest birthday at DOPT not first of the month following DOPT)
The earliest unreduced retirement date is based on the plan provisions before taking into account PBGC limitations (i.e., the plan date is used even if the benefit at that date is reduced by PBGC limitations).
Note, only applicable for records not in pay at DOPT and also note that the BD Issuance Date is not applicable for this calculated value",NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GMB_EURA_XRA,"PBGC guaranteed monthly benefit payable at unreduced retirement age in the normal single form.  Only the lifetime benefit amount is include, i.e., supplements and other temporary or deferred benefits are ignored.
In the case of a substantial/majority owner, the PBGC guaranteed benefit as a non-substantial/majority owner is used.  Only populate this field when it is needed for determing the benefit level for the XRA table.",NUMBER,DOUBLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
EURA_PBGC, Age Nearest Birthday a PBGC’s Earliest Unreduced Retirement as of DOPT after application of PBGC limitations and performance of allocations.,NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NRA,Normal Retirement Age (age nearest birthday at Normal Retirement Date),NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XRA,Participant's Expected Retirement Age (used to calculate liability and lump sum present value factors),NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ANB_XRD,Participant's Age Nearest Birthday at the Expected Retirement Date (generally used for BFCF calculation),NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SXRA,Beneficiary's Expected Retirement Age (used to calculate liability and lump sum present value factors),NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANB_XRD,Beneficiary's Age Nearest Birthday at Expected Retirement Date (generally used for BFCF calculation),NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAGELEV,Starting Age Nearest Birthday of the Primary Level Life XRD Benefit,NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
EAGELEV,Ending Age Nearest Birthday of the Primary Level Life XRD Benefit,NUMBER,INTEGER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FORM_CODE,"Primary Level Life XRD Benefit Form (1=Installment Refund, 2=SLA, 3=Modified Cash Refund, 4=Certain Only, 5=C&C, 6=Temporary, 7=Joint, 8=J&S Joint, 9=J&S Contingent, 0=J&S Popup)
(A=Non-Traditional J&S with Certain, B=Non-Traditional J&S Popup with Certain)
(C=J&S Joint with Installment Refund, D=J&S Contingent with Installment Refund, E=J&S Popup with Installment Refund)
(F=J&S Joint with Modified Cash Refund, G=J&S Contingent with Modified Cash Refund, H=J&S Popup with Modified Cash Refund)
For a J&S with a certain period, populate both SPC_VAL and MTHS - applies to both Contingent and Popup.",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
FORM_CODE_NSF,Normal Single Benefit Form (same codes as FORM_CODE),TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0
FORM_CODE_NMF,Normal Married Benefit Form (same codes as FORM_CODE),TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
LSOPTION,May Customer Elect a Lump Sum from PBGC? This field should always be set to N for all records (PBGC used to allow the payment of non-de minimis lump sums is certain scenarios but this policy has changed).,TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BS_IND,"Benefit Statement Indicator - Y or R statement can be generated in BSRS/BET program (N is assumed if not populated).  The header on the BD statement and worksheet generated through either individual or bulk processing will include the work ""Revised"" when the field is populated with R instead of Y.",TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BR_IND,Benefit Recalculation Indicator - Y recalculation/calculation can be generated in BSRS/BET program (N is assumed if not populated).,TEXT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SPC_VAL,"Survivor Percent of Primary Level Life XRD Benefit Form (enter as decimal, e.g. 0.5 not 50).  This field is required if FORM_CODE = 0, 8, 9, A, B, C, D, E, F, G, or H.",NUMBER,DOUBLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
SPCNSF,"Survivor Percent of Normal Single Benefit Form (0 <= SPC_NSF <= 1, This field is required if FORM_CODE _NSF= 0, 8, 9, A, B, C, D, E, F, G, or H)",NUMBER,DOUBLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
SPCNMF,"Survivor Percent of Normal Married Benefit Form (0 <= SPC_NMF <= 1, This field is required if FORM_CODE _NMF= 0, 8, 9, A, B, C, D, E, F, G, or H) ",NUMBER,DOUBLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
MTHS,"Original Number of Months Certain in the Primary Level Life XRD Benefit Form (This field is required if FORM_CODE = 1, 4, 5, 6, A, B, C, D, or E)",NUMBER,INTEGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
MTHSREM,Number of Months Remaining in Certain Period at DOPT,NUMBER,INTEGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MTHSNSF,"Original Number of Months Certain in the Normal Single Benefit Form (This field is required if FORM_CODE _NSF= 1, 4, 5, 6, A, B, C, D, or E)",NUMBER,INTEGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0
MTHSNMF,"Original Number of Months Certain in the Normal Married Benefit Form (This field is required if FORM_CODE _NS\MF= 1, 4, 5, 6, A, B, C, D, or E)",NUMBER,INTEGER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
